id,name,classification,type_1,type_2,height_m,weight_kg,capture_rate,abilities,hp,atk,def,sp_atk,sp_def,spd,total_stats,taken_normal,taken_fire,taken_water,taken_electric,taken_grass,taken_ice,taken_fighting,taken_poison,taken_ground,taken_flying,taken_psychic,taken_bug,taken_rock,taken_ghost,taken_dragon,taken_dark,taken_steel,taken_fairy,is_legendary,count
402,Kricketune,Cricket Pokémon,Bug,,1.0,25.5,45,Swarm,77,85,51,55,51,65,384,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
403,Shinx,Flash Pokémon,Electric,,0.5,9.5,235,"Rivalry ,  Intimidate",45,65,34,40,34,45,263,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
404,Luxio,Spark Pokémon,Electric,,0.9,30.5,120,"Rivalry ,  Intimidate",60,85,49,60,49,60,363,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
405,Luxray,Gleam Eyes Pokémon,Electric,,1.4,42.0,45,"Rivalry ,  Intimidate",80,120,79,95,79,70,523,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
406,Budew,Bud Pokémon,Grass,Poison,0.2,1.2,255,"Natural Cure ,  Poison Point",40,30,35,50,70,55,280,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0,1
407,Roserade,Bouquet Pokémon,Grass,Poison,0.9,14.5,75,"Natural Cure ,  Poison Point",60,70,65,125,105,90,515,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0,1
408,Cranidos,Head Butt Pokémon,Rock,,0.9,31.5,45,Mold Breaker,67,125,40,30,30,58,350,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,1
409,Rampardos,Head Butt Pokémon,Rock,,1.6,102.5,45,Mold Breaker,97,165,60,65,50,58,495,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,1
410,Shieldon,Shield Pokémon,Rock,Steel,0.5,57.0,45,Sturdy,30,42,118,42,88,30,350,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0,1
411,Bastiodon,Shield Pokémon,Rock,Steel,1.3,149.5,45,Sturdy,60,52,168,47,138,30,495,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0,1
412,Burmy,Bagworm Pokémon,Bug,,0.2,3.4,120,Shed Skin,40,29,45,29,45,36,224,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
413,Wormadam,Bagworm Pokémon,Bug,,0.5,6.5,45,Anticipation,60,59,85,79,105,36,424,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
414,Mothim,Moth Pokémon,Bug,Flying,0.9,23.3,45,Swarm,70,94,50,94,50,66,424,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0,1
415,Combee,Tiny Bee Pokémon,Bug,Flying,0.3,5.5,120,Honey Gather,30,30,42,30,42,70,244,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0,1
416,Vespiquen,Beehive Pokémon,Bug,Flying,1.2,38.5,45,Pressure,70,80,102,80,102,40,474,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0,1
417,Pachirisu,EleSquirrel Pokémon,Electric,,0.4,3.9,200,"Run Away ,  Pickup",60,45,70,45,90,95,405,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
418,Buizel,Sea Weasel Pokémon,Water,,0.7,29.5,190,Swift Swim,55,65,35,60,30,85,330,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
419,Floatzel,Sea Weasel Pokémon,Water,,1.1,33.5,75,Swift Swim,85,105,55,85,50,115,495,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
420,Cherubi,Cherry Pokémon,Grass,,0.4,3.3,190,Chlorophyll,45,35,45,62,53,35,275,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
421,Cherrim,Blossom Pokémon,Grass,,0.5,9.3,75,Flower Gift,70,60,70,87,78,85,450,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
422,Shellos,Sea Slug Pokémon,Water,,0.3,6.3,190,"Sticky Hold ,  Storm Drain",76,48,48,57,62,34,325,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
423,Gastrodon,Sea Slug Pokémon,Water,Ground,0.9,29.9,75,"Sticky Hold ,  Storm Drain",111,83,68,92,82,39,475,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,1
424,Ambipom,Long Tail Pokémon,Normal,,1.2,20.3,45,"Technician ,  Pickup",75,100,66,60,66,115,482,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
425,Drifloon,Balloon Pokémon,Ghost,Flying,0.4,1.2,125,"Aftermath ,  Unburden",90,50,34,60,44,70,348,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,0,1
426,Drifblim,Blimp Pokémon,Ghost,Flying,1.2,15.0,60,"Aftermath ,  Unburden",150,80,44,90,54,80,498,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,0,1
427,Buneary,Rabbit Pokémon,Normal,,0.4,5.5,190,"Run Away ,  Klutz",55,66,44,44,56,85,350,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
428,Lopunny,Rabbit Pokémon,Normal,,1.2,33.3,60,"Cute Charm ,  Klutz",65,76,84,54,96,105,480,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
429,Mismagius,Magical Pokémon,Ghost,,0.9,4.4,45,Levitate,60,60,60,105,105,105,495,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0,1
430,Honchkrow,Big Boss Pokémon,Dark,Flying,0.9,27.3,30,"Insomnia ,  Super Luck",100,125,52,105,52,71,505,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0,1
431,Glameow,Catty Pokémon,Normal,,0.5,3.9,190,"Limber ,  Own Tempo",49,55,42,42,37,85,310,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
432,Purugly,Tiger Cat Pokémon,Normal,,1.0,43.8,75,"Thick Fat ,  Own Tempo",71,82,64,64,59,112,452,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
433,Chingling,Bell Pokémon,Psychic,,0.2,0.6,120,Levitate,45,30,50,65,50,45,285,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1
434,Stunky,Skunk Pokémon,Poison,Dark,0.4,19.2,225,"Stench ,  Aftermath",63,63,47,41,41,74,329,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0,1
435,Skuntank,Skunk Pokémon,Poison,Dark,1.0,38.0,60,"Stench ,  Aftermath",103,93,67,71,61,84,479,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0,1
436,Bronzor,Bronze Pokémon,Steel,Psychic,0.5,60.5,255,"Levitate ,  Heatproof",57,24,86,24,86,23,300,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0,1
437,Bronzong,Bronze Bell Pokémon,Steel,Psychic,1.3,187.0,90,"Levitate ,  Heatproof",67,89,116,79,116,33,500,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0,1
438,Bonsly,Bonsai Pokémon,Rock,,0.5,15.0,255,"Sturdy ,  Rock Head",50,80,95,10,45,10,290,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,1
439,Mime Jr.,Mime Pokémon,Psychic,Fairy,0.6,13.0,145,"Soundproof ,  Filter",20,25,45,70,90,60,310,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0,1
440,Happiny,Playhouse Pokémon,Normal,,0.6,24.4,130,"Natural Cure ,  Serene Grace",100,5,5,15,65,30,220,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
441,Chatot,Music Note Pokémon,Normal,Flying,0.5,1.9,30,"Keen Eye ,  Tangled Feet",76,65,45,92,42,91,411,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,1
442,Spiritomb,Forbidden Pokémon,Ghost,Dark,1.0,108.0,100,Pressure,50,92,108,92,108,35,485,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,1
443,Gible,Land Shark Pokémon,Dragon,Ground,0.7,20.5,45,Sand Veil,58,70,45,40,45,42,300,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0,1
444,Gabite,Cave Pokémon,Dragon,Ground,1.4,56.0,45,Sand Veil,68,90,65,50,55,82,410,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0,1
445,Garchomp,Mach Pokémon,Dragon,Ground,1.9,95.0,45,Sand Veil,108,130,95,80,85,102,600,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0,1
446,Munchlax,Big Eater Pokémon,Normal,,0.6,105.0,50,"Pickup ,  Thick Fat",135,85,40,40,85,5,390,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
447,Riolu,Emanation Pokémon,Fighting,,0.7,20.2,75,"Steadfast ,  Inner Focus",40,70,40,35,40,60,285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,1
448,Lucario,Aura Pokémon,Fighting,Steel,1.2,54.0,45,"Steadfast ,  Inner Focus",70,110,70,115,70,90,525,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,0,1
449,Hippopotas,Hippo Pokémon,Ground,,0.8,49.5,140,Sand Stream,68,72,78,38,42,32,330,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,1
450,Hippowdon,Heavyweight Pokémon,Ground,,2.0,300.0,60,Sand Stream,108,112,118,68,72,47,525,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,1
451,Skorupi,Scorpion Pokémon,Poison,Bug,0.8,12.0,120,"Battle Armor ,  Sniper",40,50,90,30,55,65,330,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0,1
452,Drapion,Ogre Scorp Pokémon,Poison,Dark,1.3,61.5,45,"Battle Armor ,  Sniper",70,90,110,60,75,95,500,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0,1
453,Croagunk,Toxic Mouth Pokémon,Poison,Fighting,0.7,23.0,140,"Anticipation ,  Dry Skin",48,61,40,61,40,50,300,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,0,1
454,Toxicroak,Toxic Mouth Pokémon,Poison,Fighting,1.3,44.4,75,"Anticipation ,  Dry Skin",83,106,65,86,65,85,490,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,0,1
455,Carnivine,Bug Catcher Pokémon,Grass,,1.4,27.0,200,Levitate,74,100,72,90,72,46,454,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
456,Finneon,Wing Fish Pokémon,Water,,0.4,7.0,190,"Swift Swim ,  Storm Drain",49,49,56,49,61,66,330,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
457,Lumineon,Neon Pokémon,Water,,1.2,24.0,75,"Swift Swim ,  Storm Drain",69,69,76,69,86,91,460,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
458,Mantyke,Kite Pokémon,Water,Flying,1.0,65.0,25,"Swift Swim ,  Water Absorb",45,20,50,60,120,50,345,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0,1
459,Snover,Frosted Tree Pokémon,Grass,Ice,1.0,50.5,120,Snow Warning,60,62,50,62,60,40,334,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0,1
460,Abomasnow,Frosted Tree Pokémon,Grass,Ice,2.2,135.5,60,Snow Warning,90,92,75,92,85,60,494,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0,1
461,Weavile,Sharp Claw Pokémon,Dark,Ice,1.1,34.0,45,Pressure,70,120,65,45,85,125,510,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0,0,1
462,Magnezone,Magnet Area Pokémon,Electric,Steel,1.2,180.0,30,"Magnet Pull ,  Sturdy",70,70,115,130,90,60,535,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,0,1
463,Lickilicky,Licking Pokémon,Normal,,1.7,140.0,30,"Own Tempo ,  Oblivious",110,85,95,80,95,50,515,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
464,Rhyperior,Drill Pokémon,Ground,Rock,2.4,282.8,30,"Lightningrod ,  Solid Rock",115,140,130,55,55,40,535,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0,1
465,Tangrowth,Vine Pokémon,Grass,,2.0,128.6,30,"Chlorophyll ,  Leaf Guard",100,100,125,110,50,50,535,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
466,Electivire,Thunderbolt Pokémon,Electric,,1.8,138.6,30,Motor Drive,75,123,67,95,85,95,540,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
467,Magmortar,Blast Pokémon,Fire,,1.6,68.0,30,Flame Body,75,95,67,125,95,83,540,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,1
468,Togekiss,Jubilee Pokémon,Fairy,Flying,1.5,38.0,30,"Hustle ,  Serene Grace",85,50,95,120,115,80,545,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0,0,1
469,Yanmega,Ogre Darner Pokémon,Bug,Flying,1.9,51.5,30,"Speed Boost ,  Tinted Lens",86,76,86,116,56,95,515,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0,1
470,Leafeon,Verdant Pokémon,Grass,,1.0,25.5,45,Leaf Guard,65,110,130,60,65,95,525,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
471,Glaceon,Fresh Snow Pokémon,Ice,,0.8,25.9,45,Snow Cloak,65,60,110,130,95,65,525,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,1
472,Gliscor,Fang Scorp Pokémon,Ground,Flying,2.0,42.5,30,"Hyper Cutter ,  Sand Veil",75,95,125,45,75,95,510,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0,1
473,Mamoswine,Twin Tusk Pokémon,Ice,Ground,2.5,291.0,50,"Oblivious ,  Snow Cloak",110,130,80,70,60,80,530,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,1
474,Porygon-Z,Virtual Pokémon,Normal,,0.9,34.0,30,"Adaptability ,  Download",85,80,70,135,75,90,535,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
475,Gallade,Blade Pokémon,Psychic,Fighting,1.6,52.0,45,Steadfast,68,125,65,65,115,80,518,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,0,1
476,Probopass,Compass Pokémon,Rock,Steel,1.4,340.0,60,"Sturdy ,  Magnet Pull",60,55,145,75,150,40,525,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0,1
477,Dusknoir,Gripper Pokémon,Ghost,,2.2,106.6,45,Pressure,45,100,135,65,135,45,525,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0,1
478,Froslass,Snow Land Pokémon,Ice,Ghost,1.3,26.6,75,Snow Cloak,70,80,70,80,70,110,480,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0,0,1
479,Rotom,Plasma Pokémon,Electric,,0.3,0.3,45,Levitate,50,50,77,95,77,91,440,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,0,1
480,Uxie,Knowledge Pokémon,Psychic,,0.3,0.3,3,Levitate,75,75,130,75,130,95,580,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1,1
481,Mesprit,Emotion Pokémon,Psychic,,0.3,0.3,3,Levitate,80,105,105,105,105,80,580,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1,1
482,Azelf,Willpower Pokémon,Psychic,,0.3,0.3,3,Levitate,75,125,70,125,70,115,580,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1,1
483,Dialga,Temporal Pokémon,Steel,Dragon,5.4,683.0,3,Pressure,100,120,120,150,100,90,680,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1,1
484,Palkia,Spatial Pokémon,Water,Dragon,4.2,336.0,3,Pressure,90,120,100,150,120,100,680,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,1,1
485,Heatran,Lava Dome Pokémon,Fire,Steel,1.7,430.0,3,Flash Fire,91,90,106,130,106,77,600,0.5,1.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25,1,1
486,Regigigas,Colossal Pokémon,Normal,,3.7,420.0,3,Slow Start,110,160,110,80,110,100,670,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1
487,Giratina,Renegade Pokémon,Ghost,Dragon,4.5,750.0,3,"Pressure ,  Origin Forme Ability",150,100,120,100,120,90,680,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0,1,1
488,Cresselia,Lunar Pokémon,Psychic,,1.5,85.6,3,Levitate,120,70,120,75,130,85,600,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1,1
489,Phione,Sea Drifter Pokémon,Water,,0.4,3.1,30,Hydration,80,80,80,80,80,80,480,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1,1
490,Manaphy,Seafaring Pokémon,Water,,0.3,1.4,3,Hydration,100,100,100,100,100,100,600,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1,1
491,Darkrai,Pitch-Black Pokémon,Dark,,1.5,50.5,3,Bad Dreams,70,90,90,135,90,125,600,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1,1
492,Shaymin,Gratitude Pokémon,Grass,,0.2,2.1,45,"Natural Cure ,  Sky Forme Ability",100,100,100,100,100,100,600,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1
493,Arceus,Alpha Pokémon,Normal,,3.2,320.0,3,Multitype,120,120,120,120,120,120,720,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1
494,Victini,Victory Pokémon,Psychic,Fire,0.4,4.0,3,Victory Star,100,100,100,100,100,100,600,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,1,1
495,Snivy,Grass Snake Pokémon,Grass,,0.6,8.1,45,Overgrow,45,45,55,45,55,63,308,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
496,Servine,Grass Snake Pokémon,Grass,,0.8,16.0,45,Overgrow,60,60,75,60,75,83,413,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
497,Serperior,Regal Pokémon,Grass,,3.3,63.0,45,Overgrow,75,75,95,75,95,113,528,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
498,Tepig,Fire Pig Pokémon,Fire,,0.5,9.9,45,Blaze,65,63,45,45,45,45,308,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,1
499,Pignite,Fire Pig Pokémon,Fire,Fighting,1.0,55.5,45,Blaze,90,93,55,70,55,55,418,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0,1
500,Emboar,Mega Fire Pig Pokémon,Fire,Fighting,1.6,150.0,45,Blaze,110,123,65,100,65,65,528,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0,1
501,Oshawott,Sea Otter Pokémon,Water,,0.5,5.9,45,Torrent,55,55,45,63,45,45,308,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
502,Dewott,Discipline Pokémon,Water,,0.8,24.5,45,Torrent,75,75,60,83,60,60,413,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
