id,name,typing,classification,height_m,weight_kg,capture_rate,abilities,hp,atk,def,sp_atk,sp_def,spd,taken_normal,taken_fire,taken_water,taken_electric,taken_grass,taken_ice,taken_fighting,taken_poison,taken_ground,taken_flying,taken_psychic,taken_bug,taken_rock,taken_ghost,taken_dragon,taken_dark,taken_steel,taken_fairy
405,Luxray,['Electric'],Gleam Eyes Pokémon,1.4,42.0,45,"['Rivalry', 'Intimidate']",80,120,79,95,79,70,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
406,Budew,"['Grass', 'Poison']",Bud Pokémon,0.2,1.2,255,"['Natural Cure', 'Poison Point']",40,30,35,50,70,55,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
407,Roserade,"['Grass', 'Poison']",Bouquet Pokémon,0.9,14.5,75,"['Natural Cure', 'Poison Point']",60,70,65,125,105,90,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
408,Cranidos,['Rock'],Head Butt Pokémon,0.9,31.5,45,['Mold Breaker'],67,125,40,30,30,58,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
409,Rampardos,['Rock'],Head Butt Pokémon,1.6,102.5,45,['Mold Breaker'],97,165,60,65,50,58,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
410,Shieldon,"['Rock', 'Steel']",Shield Pokémon,0.5,57.0,45,['Sturdy'],30,42,118,42,88,30,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
411,Bastiodon,"['Rock', 'Steel']",Shield Pokémon,1.3,149.5,45,['Sturdy'],60,52,168,47,138,30,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
412,Burmy,['Bug'],Bagworm Pokémon,0.2,3.4,120,['Shed Skin'],40,29,45,29,45,36,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
413,Wormadam,"['Bug', 'Grass', 'Bug', 'Ground', 'Bug', 'Steel']",Bagworm Pokémon,0.5,6.5,45,['Anticipation'],60,59,85,79,105,36,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
414,Mothim,"['Bug', 'Flying']",Moth Pokémon,0.9,23.3,45,['Swarm'],70,94,50,94,50,66,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
415,Combee,"['Bug', 'Flying']",Tiny Bee Pokémon,0.3,5.5,120,['Honey Gather'],30,30,42,30,42,70,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
416,Vespiquen,"['Bug', 'Flying']",Beehive Pokémon,1.2,38.5,45,['Pressure'],70,80,102,80,102,40,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
417,Pachirisu,['Electric'],EleSquirrel Pokémon,0.4,3.9,200,"['Run Away', 'Pickup']",60,45,70,45,90,95,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
418,Buizel,['Water'],Sea Weasel Pokémon,0.7,29.5,190,['Swift Swim'],55,65,35,60,30,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
419,Floatzel,['Water'],Sea Weasel Pokémon,1.1,33.5,75,['Swift Swim'],85,105,55,85,50,115,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
420,Cherubi,['Grass'],Cherry Pokémon,0.4,3.3,190,['Chlorophyll'],45,35,45,62,53,35,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
421,Cherrim,['Grass'],Blossom Pokémon,0.5,9.3,75,['Flower Gift'],70,60,70,87,78,85,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
422,Shellos,['Water'],Sea Slug Pokémon,0.3,6.3,190,"['Sticky Hold', 'Storm Drain']",76,48,48,57,62,34,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
423,Gastrodon,"['Water', 'Ground']",Sea Slug Pokémon,0.9,29.9,75,"['Sticky Hold', 'Storm Drain']",111,83,68,92,82,39,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
424,Ambipom,['Normal'],Long Tail Pokémon,1.2,20.3,45,"['Technician', 'Pickup']",75,100,66,60,66,115,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
425,Drifloon,"['Ghost', 'Flying']",Balloon Pokémon,0.4,1.2,125,"['Aftermath', 'Unburden']",90,50,34,60,44,70,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
426,Drifblim,"['Ghost', 'Flying']",Blimp Pokémon,1.2,15.0,60,"['Aftermath', 'Unburden']",150,80,44,90,54,80,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
427,Buneary,['Normal'],Rabbit Pokémon,0.4,5.5,190,"['Run Away', 'Klutz']",55,66,44,44,56,85,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
428,Lopunny,['Normal'],Rabbit Pokémon,1.2,33.3,60,"['Cute Charm', 'Klutz']",65,76,84,54,96,105,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
429,Mismagius,['Ghost'],Magical Pokémon,0.9,4.4,45,['Levitate'],60,60,60,105,105,105,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
430,Honchkrow,"['Dark', 'Flying']",Big Boss Pokémon,0.9,27.3,30,"['Insomnia', 'Super Luck']",100,125,52,105,52,71,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
431,Glameow,['Normal'],Catty Pokémon,0.5,3.9,190,"['Limber', 'Own Tempo']",49,55,42,42,37,85,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
432,Purugly,['Normal'],Tiger Cat Pokémon,1.0,43.8,75,"['Thick Fat', 'Own Tempo']",71,82,64,64,59,112,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
433,Chingling,['Psychic'],Bell Pokémon,0.2,0.6,120,['Levitate'],45,30,50,65,50,45,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
434,Stunky,"['Poison', 'Dark']",Skunk Pokémon,0.4,19.2,225,"['Stench', 'Aftermath']",63,63,47,41,41,74,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
435,Skuntank,"['Poison', 'Dark']",Skunk Pokémon,1.0,38.0,60,"['Stench', 'Aftermath']",103,93,67,71,61,84,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
436,Bronzor,"['Steel', 'Psychic']",Bronze Pokémon,0.5,60.5,255,"['Levitate', 'Heatproof']",57,24,86,24,86,23,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
437,Bronzong,"['Steel', 'Psychic']",Bronze Bell Pokémon,1.3,187.0,90,"['Levitate', 'Heatproof']",67,89,116,79,116,33,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
438,Bonsly,['Rock'],Bonsai Pokémon,0.5,15.0,255,"['Sturdy', 'Rock Head']",50,80,95,10,45,10,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
439,Mime Jr.,"['Psychic', 'Fairy']",Mime Pokémon,0.6,13.0,145,"['Soundproof', 'Filter']",20,25,45,70,90,60,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
440,Happiny,['Normal'],Playhouse Pokémon,0.6,24.4,130,"['Natural Cure', 'Serene Grace']",100,5,5,15,65,30,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
441,Chatot,"['Normal', 'Flying']",Music Note Pokémon,0.5,1.9,30,"['Keen Eye', 'Tangled Feet']",76,65,45,92,42,91,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
442,Spiritomb,"['Ghost', 'Dark']",Forbidden Pokémon,1.0,108.0,100,['Pressure'],50,92,108,92,108,35,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
443,Gible,"['Dragon', 'Ground']",Land Shark Pokémon,0.7,20.5,45,['Sand Veil'],58,70,45,40,45,42,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
444,Gabite,"['Dragon', 'Ground']",Cave Pokémon,1.4,56.0,45,['Sand Veil'],68,90,65,50,55,82,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
445,Garchomp,"['Dragon', 'Ground']",Mach Pokémon,1.9,95.0,45,['Sand Veil'],108,130,95,80,85,102,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
446,Munchlax,['Normal'],Big Eater Pokémon,0.6,105.0,50,"['Pickup', 'Thick Fat']",135,85,40,40,85,5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
447,Riolu,['Fighting'],Emanation Pokémon,0.7,20.2,75,"['Steadfast', 'Inner Focus']",40,70,40,35,40,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
448,Lucario,"['Fighting', 'Steel']",Aura Pokémon,1.2,54.0,45,"['Steadfast', 'Inner Focus']",70,110,70,115,70,90,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
449,Hippopotas,['Ground'],Hippo Pokémon,0.8,49.5,140,['Sand Stream'],68,72,78,38,42,32,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
450,Hippowdon,['Ground'],Heavyweight Pokémon,2.0,300.0,60,['Sand Stream'],108,112,118,68,72,47,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
451,Skorupi,"['Poison', 'Bug']",Scorpion Pokémon,0.8,12.0,120,"['Battle Armor', 'Sniper']",40,50,90,30,55,65,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
452,Drapion,"['Poison', 'Dark']",Ogre Scorp Pokémon,1.3,61.5,45,"['Battle Armor', 'Sniper']",70,90,110,60,75,95,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
453,Croagunk,"['Poison', 'Fighting']",Toxic Mouth Pokémon,0.7,23.0,140,"['Anticipation', 'Dry Skin']",48,61,40,61,40,50,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
454,Toxicroak,"['Poison', 'Fighting']",Toxic Mouth Pokémon,1.3,44.4,75,"['Anticipation', 'Dry Skin']",83,106,65,86,65,85,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
455,Carnivine,['Grass'],Bug Catcher Pokémon,1.4,27.0,200,['Levitate'],74,100,72,90,72,46,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
456,Finneon,['Water'],Wing Fish Pokémon,0.4,7.0,190,"['Swift Swim', 'Storm Drain']",49,49,56,49,61,66,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
457,Lumineon,['Water'],Neon Pokémon,1.2,24.0,75,"['Swift Swim', 'Storm Drain']",69,69,76,69,86,91,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
458,Mantyke,"['Water', 'Flying']",Kite Pokémon,1.0,65.0,25,"['Swift Swim', 'Water Absorb']",45,20,50,60,120,50,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
459,Snover,"['Grass', 'Ice']",Frosted Tree Pokémon,1.0,50.5,120,['Snow Warning'],60,62,50,62,60,40,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
460,Abomasnow,"['Grass', 'Ice']",Frosted Tree Pokémon,2.2,135.5,60,['Snow Warning'],90,92,75,92,85,60,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
461,Weavile,"['Dark', 'Ice']",Sharp Claw Pokémon,1.1,34.0,45,['Pressure'],70,120,65,45,85,125,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
462,Magnezone,"['Electric', 'Steel']",Magnet Area Pokémon,1.2,180.0,30,"['Magnet Pull', 'Sturdy']",70,70,115,130,90,60,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
463,Lickilicky,['Normal'],Licking Pokémon,1.7,140.0,30,"['Own Tempo', 'Oblivious']",110,85,95,80,95,50,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
464,Rhyperior,"['Ground', 'Rock']",Drill Pokémon,2.4,282.8,30,"['Lightningrod', 'Solid Rock']",115,140,130,55,55,40,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
465,Tangrowth,['Grass'],Vine Pokémon,2.0,128.6,30,"['Chlorophyll', 'Leaf Guard']",100,100,125,110,50,50,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
466,Electivire,['Electric'],Thunderbolt Pokémon,1.8,138.6,30,['Motor Drive'],75,123,67,95,85,95,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
467,Magmortar,['Fire'],Blast Pokémon,1.6,68.0,30,['Flame Body'],75,95,67,125,95,83,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
468,Togekiss,"['Fairy', 'Flying']",Jubilee Pokémon,1.5,38.0,30,"['Hustle', 'Serene Grace']",85,50,95,120,115,80,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
469,Yanmega,"['Bug', 'Flying']",Ogre Darner Pokémon,1.9,51.5,30,"['Speed Boost', 'Tinted Lens']",86,76,86,116,56,95,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
470,Leafeon,['Grass'],Verdant Pokémon,1.0,25.5,45,['Leaf Guard'],65,110,130,60,65,95,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
471,Glaceon,['Ice'],Fresh Snow Pokémon,0.8,25.9,45,['Snow Cloak'],65,60,110,130,95,65,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
472,Gliscor,"['Ground', 'Flying']",Fang Scorp Pokémon,2.0,42.5,30,"['Hyper Cutter', 'Sand Veil']",75,95,125,45,75,95,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
473,Mamoswine,"['Ice', 'Ground']",Twin Tusk Pokémon,2.5,291.0,50,"['Oblivious', 'Snow Cloak']",110,130,80,70,60,80,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
474,Porygon-Z,['Normal'],Virtual Pokémon,0.9,34.0,30,"['Adaptability', 'Download']",85,80,70,135,75,90,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
475,Gallade,"['Psychic', 'Fighting']",Blade Pokémon,1.6,52.0,45,['Steadfast'],68,125,65,65,115,80,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
476,Probopass,"['Rock', 'Steel']",Compass Pokémon,1.4,340.0,60,"['Sturdy', 'Magnet Pull']",60,55,145,75,150,40,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
477,Dusknoir,['Ghost'],Gripper Pokémon,2.2,106.6,45,['Pressure'],45,100,135,65,135,45,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
478,Froslass,"['Ice', 'Ghost']",Snow Land Pokémon,1.3,26.6,75,['Snow Cloak'],70,80,70,80,70,110,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0
479,Rotom,"['Electric', 'Ghost', 'Electric', 'Ice', 'Electric', 'Fire', 'Electric', 'Grass', 'Electric', 'Flying', 'Electric', 'Water']",Plasma Pokémon,0.3,0.3,45,['Levitate'],50,50,77,95,77,91,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
480,Uxie,['Psychic'],Knowledge Pokémon,0.3,0.3,3,['Levitate'],75,75,130,75,130,95,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
481,Mesprit,['Psychic'],Emotion Pokémon,0.3,0.3,3,['Levitate'],80,105,105,105,105,80,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
482,Azelf,['Psychic'],Willpower Pokémon,0.3,0.3,3,['Levitate'],75,125,70,125,70,115,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
483,Dialga,"['Steel', 'Dragon']",Temporal Pokémon,5.4,683.0,3,['Pressure'],100,120,120,150,100,90,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0
484,Palkia,"['Water', 'Dragon']",Spatial Pokémon,4.2,336.0,3,['Pressure'],90,120,100,150,120,100,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
485,Heatran,"['Fire', 'Steel']",Lava Dome Pokémon,1.7,430.0,3,['Flash Fire'],91,90,106,130,106,77,0.5,1.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25
486,Regigigas,['Normal'],Colossal Pokémon,3.7,420.0,3,['Slow Start'],110,160,110,80,110,100,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
487,Giratina,"['Ghost', 'Dragon']",Renegade Pokémon,4.5,750.0,3,"['Pressure', 'Origin Forme Ability']",150,100,120,100,120,90,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
488,Cresselia,['Psychic'],Lunar Pokémon,1.5,85.6,3,['Levitate'],120,70,120,75,130,85,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
489,Phione,['Water'],Sea Drifter Pokémon,0.4,3.1,30,['Hydration'],80,80,80,80,80,80,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
490,Manaphy,['Water'],Seafaring Pokémon,0.3,1.4,3,['Hydration'],100,100,100,100,100,100,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
491,Darkrai,['Dark'],Pitch-Black Pokémon,1.5,50.5,3,['Bad Dreams'],70,90,90,135,90,125,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
492,Shaymin,"['Grass', 'Grass', 'Flying']",Gratitude Pokémon,0.2,2.1,45,"['Natural Cure', 'Sky Forme Ability']",100,100,100,100,100,100,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
493,Arceus,['Normal'],Alpha Pokémon,3.2,320.0,3,['Multitype'],120,120,120,120,120,120,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
494,Victini,"['Psychic', 'Fire']",Victory Pokémon,0.4,4.0,3,['Victory Star'],100,100,100,100,100,100,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
495,Snivy,['Grass'],Grass Snake Pokémon,0.6,8.1,45,['Overgrow'],45,45,55,45,55,63,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
496,Servine,['Grass'],Grass Snake Pokémon,0.8,16.0,45,['Overgrow'],60,60,75,60,75,83,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
497,Serperior,['Grass'],Regal Pokémon,3.3,63.0,45,['Overgrow'],75,75,95,75,95,113,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
498,Tepig,['Fire'],Fire Pig Pokémon,0.5,9.9,45,['Blaze'],65,63,45,45,45,45,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
499,Pignite,"['Fire', 'Fighting']",Fire Pig Pokémon,1.0,55.5,45,['Blaze'],90,93,55,70,55,55,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
500,Emboar,"['Fire', 'Fighting']",Mega Fire Pig Pokémon,1.6,150.0,45,['Blaze'],110,123,65,100,65,65,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
501,Oshawott,['Water'],Sea Otter Pokémon,0.5,5.9,45,['Torrent'],55,55,45,63,45,45,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
502,Dewott,['Water'],Discipline Pokémon,0.8,24.5,45,['Torrent'],75,75,60,83,60,60,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
503,Samurott,['Water'],Formidable Pokémon,1.5,94.6,45,['Torrent'],95,100,85,108,70,70,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
504,Patrat,['Normal'],Scout Pokémon,0.5,11.6,255,"['Run Away', 'Keen Eye']",45,55,39,35,39,42,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
505,Watchog,['Normal'],Lookout Pokémon,1.1,27.0,255,"['Illuminate', 'Keen Eye']",60,85,69,60,69,77,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
506,Lillipup,['Normal'],Puppy Pokémon,0.4,4.1,255,"['Vital Spirit', 'Pickup']",45,60,45,25,45,55,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
